Symbol	Test	Control
p_26878_10	"acute lymphoblastic leukemia, subtype: T-cell lineage ALL (T-ALL)"	"acute lymphoblastic leukemia, subtype: t(9;22) BCR-ABL1"
p_26878_2	"acute lymphoblastic leukemia, subtype: t(12;21) ETV6-RUNX1"	"acute lymphoblastic leukemia, subtype: dic(9;20)"
p_26878_3	"acute lymphoblastic leukemia, subtype: t(9;22) BCR-ABL1"	"acute lymphoblastic leukemia, subtype: dic(9;20)"
p_26878_4	"acute lymphoblastic leukemia, subtype: T-cell lineage ALL (T-ALL)"	"acute lymphoblastic leukemia, subtype: dic(9;20)"
p_26878_5	"acute lymphoblastic leukemia, subtype: t(12;21) ETV6-RUNX1"	"acute lymphoblastic leukemia, subtype: High Hyperploidy"
p_26878_6	"acute lymphoblastic leukemia, subtype: t(9;22) BCR-ABL1"	"acute lymphoblastic leukemia, subtype: High Hyperploidy"
p_26878_7	"acute lymphoblastic leukemia, subtype: T-cell lineage ALL (T-ALL)"	"acute lymphoblastic leukemia, subtype: High Hyperploidy"
p_26878_8	"acute lymphoblastic leukemia, subtype: t(9;22) BCR-ABL1"	"acute lymphoblastic leukemia, subtype: t(12;21) ETV6-RUNX1"
p_26878_9	"acute lymphoblastic leukemia, subtype: T-cell lineage ALL (T-ALL)"	"acute lymphoblastic leukemia, subtype: t(12;21) ETV6-RUNX1"
p_26884_1	"MCF 10 cell, 10uM BPA treated"	"MCF 10 cell, DMSO treated"
p_26884_2	"MCF 10 cell, 1uM BPA treated"	"MCF 10 cell, DMSO treated"
p_26886_1	esophageal adenocarcinoma	Barrett's esophagus
p_26886_2	esophageal squamous cell carcinoma	esophageal squamous epithelium
p_26890_1	"Peripheral CD8+ T cells, cell phenotype: CXCR1+CD27-CD28-"	"Peripheral CD8+ T cells, cell phenotype: CXCR1-CD27-CD28-"
p_26910_1	"Breast cell, tumor"	"Breast cell, normal"
p_26910_2	"Prostate cell, tumor"	"Prostate cell, normal"
p_26920_1	"DMS-53 cell, DFO treated"	"DMS-53 cell, control"
p_26920_2	"DMS-53 cell, Dp44mT treated"	"DMS-53 cell, control"
p_26921_1	"NCI-H929 cells, DZNep treated, 0.5uM, 48h"	"NCI-H929 cells, DMSO treated, control"
p_26921_2	"MM.1S cells, DZNep treated, 0.5uM, 48h"	"MM.1S cells, DMSO treated, control"
p_26921_3	"KMS18 cells, DZNep treated, 0.5uM, 48h"	"KMS18 cells, DMSO treated, control"
p_26921_4	"OPM-2 cells, DZNep treated, 0.5uM, 48h"	"OPM-2 cells, DMSO treated, control"
p_26966_1	Gonadotrope tumor	Normal pituitary
p_26969_1	"arterial tissue, unruptured aneurysm"	"arterial tissue, normal"
p_26994_1	"HeLa cells,, treated with TNF-alpha, 10ng/mL, 2h"	"HeLa cells, untreated control"
p_26994_2	"THP1 cells, treated with TNF-alpha, 10ng/mL, 2h"	"THP1 cells, untreated control"
p_27018_1	"Breast cancer tumor, tumor sample histological grade: low, co-cultured with fibroblast, 3 days"	"Breast cancer tumor, tumor sample histological grade: low, untreated, 3 days"
p_27018_2	"Breast cancer tumor, tumor sample histological grade: high, co-cultured with fibroblast, 3 days"	"Breast cancer tumor, tumor sample histological grade: high, untreated, 3 days"
p_27071_1	"Monocyte cell, serum, treated"	"Monocyte cell, control"
p_27071_2	"Monocyte cell, serum, U0126 treated"	"Monocyte cell, control"
p_27120_1	"Fibroblast, co-cultured with: BT474"	"Fibroblast, co-cultured with: n/a"
p_27120_10	"MSC, co-cultured with: MCF7"	"MSC, co-cultured with: n/a"
p_27120_11	"MSC, co-cultured with: MDA-MB-231"	"MSC, co-cultured with: n/a"
p_27120_12	"MSC, co-cultured with: MDA-MB-361"	"MSC, co-cultured with: n/a"
p_27120_13	"MSC, co-cultured with: SKBR3"	"MSC, co-cultured with: n/a"
p_27120_14	"MSC, co-cultured with: T47D"	"MSC, co-cultured with: n/a"
p_27120_15	"Myoepithelial, co-cultured with: BT474"	"Myoepithelial, co-cultured with: n/a"
p_27120_16	"Myoepithelial, co-cultured with: LY2"	"Myoepithelial, co-cultured with: n/a"
p_27120_17	"Myoepithelial, co-cultured with: MCF7"	"Myoepithelial, co-cultured with: n/a"
p_27120_18	"Myoepithelial, co-cultured with: MDA-MB-231"	"Myoepithelial, co-cultured with: n/a"
p_27120_19	"Myoepithelial, co-cultured with: MDA-MB-361"	"Myoepithelial, co-cultured with: n/a"
p_27120_2	"Fibroblast, co-cultured with: LY2"	"Fibroblast, co-cultured with: n/a"
p_27120_20	"Myoepithelial, co-cultured with: SKBR3"	"Myoepithelial, co-cultured with: n/a"
p_27120_21	"Myoepithelial, co-cultured with: T47D"	"Myoepithelial, co-cultured with: n/a"
p_27120_3	"Fibroblast, co-cultured with: MCF7"	"Fibroblast, co-cultured with: n/a"
p_27120_4	"Fibroblast, co-cultured with: MDA-MB-231"	"Fibroblast, co-cultured with: n/a"
p_27120_5	"Fibroblast, co-cultured with: MDA-MB-361"	"Fibroblast, co-cultured with: n/a"
p_27120_6	"Fibroblast, co-cultured with: SKBR3"	"Fibroblast, co-cultured with: n/a"
p_27120_7	"Fibroblast, co-cultured with: T47D"	"Fibroblast, co-cultured with: n/a"
p_27120_8	"MSC, co-cultured with: BT474"	"MSC, co-cultured with: n/a"
p_27120_9	"MSC, co-cultured with: LY2"	"MSC, co-cultured with: n/a"
p_27128_1	"Human airway epithelial Calu-3 cells, strained at 30%, 24h"	"Human airway epithelial Calu-3 cells, non strained"
p_27157_1	"tumor tissue, p53 mutant"	"tumor tissue, p53 wild type"
p_27160_1	"HUVEC cell, matrigel 8h"	"HUVEC cell, matrigel 0.5h"
p_27160_2	"HUVEC cell, matrigel 18h"	"HUVEC cell, matrigel 0.5h"
p_27186_1	Induced pluripotent stem cells from umbilical cord blood	Umbilical cord blood
p_27186_2	Induced pluripotent stem cell from keratinocyte	Keratinocyte
p_27187_1	"AML-M5 patients, DNMT3A mutation"	"AML-M5 patients, DNMT3A wild type"
p_27206_1	"iPS cells, SMA patient"	"iPS cells, 19.9 control"
p_27206_2	"Fibroblast, SMA patient"	"Fibroblast, healthy"
p_27220_1	"breast cancer, vitaminD, 0.5nM, 24h"	"breast cancer, control, 24h"
p_27220_2	"breast cancer, vitaminD, 100nM, 24h"	"breast cancer, control, 24h"
p_27224_1	iPSC derived from Cord Blood	Cord Blood
p_27224_2	iPSC derived from Keratinocyte	Keratinocyte
p_27263_1	"nasal biopsy, after inhalation (0.7 ppm Formaldehyde), 0h"	"nasal biopsy, before inhalation"
p_27263_2	"nasal biopsy, after inhalation (0.7 ppm Formaldehyde), 24h"	"nasal biopsy, before inhalation"
p_27263_3	"nasal biopsy, after inhalation (0.7 ppm Formaldehyde), 72h"	"nasal biopsy, before inhalation"
p_27263_4	"Blood, after inhalation (0.7 ppm Formaldehyde), 0h"	"Blood, before inhalation"
p_27263_5	"Blood, after inhalation (0.7 ppm Formaldehyde), 24h"	"Blood, before inhalation"
p_27263_6	"Blood, after inhalation (0.7 ppm Formaldehyde), 72h"	"Blood, before inhalation"
p_27263_7	"Blood cells, exposed to 200uM Formaldehyde, 4h"	"Blood cells, before exposure"
p_27280_1	"iPSC, Pompe disease"	"Human fibroblast, Pompe disease"
p_27280_2	"CMLC derived from iPSC, Pompe disease"	CMLC derived from hESC
p_27313_1	"hMSC, WNT3a treated, 6h"	"hMSC, control"
p_27313_2	"hMSC, WNT3a treated, 24h"	"hMSC, control"
p_27316_1	"HEK293 cell, MosIR plasmid"	"HEK293 cell, control plasmid"
p_27316_2	"Hela cell, MosIR plasmid"	"Hela cell, control plasmid"
p_27318_1	"NPC 5-8F cells, NESG1 overexpression"	"NPC 5-8F cells, NESG1-negative expression"
p_27328_1	"SKOV3 cell, express LHR"	"SKOV3 cell, control"
p_27328_2	"SKOV3 cell, express LHR, LH treated, 1h"	"SKOV3 cell, control"
p_27328_3	"SKOV3 cell, express LHR, LH treated, 4h"	"SKOV3 cell, control"
p_27328_4	"SKOV3 cell, express LHR, LH treated, 8h"	"SKOV3 cell, control"
p_27328_5	"SKOV3 cell, express LHR, LH treated, 20h"	"SKOV3 cell, control"
p_27372_1	"HOB-01 pre-osteocytes cells, transwell JJN3"	"HOB-01 pre-osteocytes cells, control"
p_27424_1	"Kelatinocytes, Notch3 shRNA, low"	"Kelatinocytes, scramble shRNA, low"
p_27424_2	"Kelatinocytes, Notch3 shRNA, high"	"Kelatinocytes, scramble shRNA, high"
p_27431_1	"ovarian cancer cell, miR-7 treated"	"ovarian cancer cell, control miRNA treated"
p_27431_2	"ovarian cancer cell, miR-128 treated"	"ovarian cancer cell, control miRNA treated"
p_27444_1	"MCF7 cells, retroviral transduction: ZF-TF 115, 1st infection"	"MCF7 cells, 1st infection, control"
p_27444_10	"MCF7 cells, retroviral transduction: ZF-TF 70, 2nd infection"	"MCF7 cells, 2nd infection, control"
p_27444_11	"MCF7 cells, retroviral transduction: ZF-TF 7, 2nd infection"	"MCF7 cells, 2nd infection, control"
p_27444_12	"MCF7 cells, retroviral transduction: ZF-TF 83, 2nd infection"	"MCF7 cells, 2nd infection, control"
p_27444_2	"MCF7 cells, retroviral transduction: ZF-TF 19, 1st infection"	"MCF7 cells, 1st infection, control"
p_27444_3	"MCF7 cells, retroviral transduction: ZF-TF 64, 1st infection"	"MCF7 cells, 1st infection, control"
p_27444_4	"MCF7 cells, retroviral transduction: ZF-TF 70, 1st infection"	"MCF7 cells, 1st infection, control"
p_27444_5	"MCF7 cells, retroviral transduction: ZF-TF 7, 1st infection"	"MCF7 cells, 1st infection, control"
p_27444_6	"MCF7 cells, retroviral transduction: ZF-TF 83, 1st infection"	"MCF7 cells, 1st infection, control"
p_27444_7	"MCF7 cells, retroviral transduction: ZF-TF 115, 2nd infection"	"MCF7 cells, 2nd infection, control"
p_27444_8	"MCF7 cells, retroviral transduction: ZF-TF 19, 2nd infection"	"MCF7 cells, 2nd infection, control"
p_27444_9	"MCF7 cells, retroviral transduction: ZF-TF 64, 2nd infection"	"MCF7 cells, 2nd infection, control"
p_27473_1	"MCF-7 cells, silenced Estrogen Receptor"	"MCF-7 cells, control"
p_27489_1	"ELF cell, contralateral site"	"ELF cell, nodule site"
p_27515_1	MDA231 cell	"B6TC cell, hybrided MDA231,ZR75"
p_27515_2	ZR75 cell	"B6TC cell, hybrided MDA231,ZR75"
p_27526_1	"A2780 cell, TGF - beta treated, SMAD4 stimulated"	"A2780 cell, TGF - beta treated"
p_27529_1	"L428 cells, miR-9 LNA treatead"	"L428 cells, scrambled LNA treated"
p_27554_1	"endobronchial epithelial lining fluid, nodule site, adenocarcinoma"	"endobronchial epithelial lining fluid, nodule site, control patients"
p_27554_2	"endobronchial epithelial lining fluid, nodule site, squamous cell carcinoma"	"endobronchial epithelial lining fluid, nodule site, control patients"
p_27554_3	"endobronchial epithelial lining fluid, contralateral site, adenocarcinoma"	"endobronchial epithelial lining fluid, contralateral site, control patients"
p_27554_4	"endobronchial epithelial lining fluid, contralateral site, squamous cell carcinoma"	"endobronchial epithelial lining fluid, contralateral site, control patients"
p_27562_1	"PBMCs, patients with diagnosis of invasive breast cancer, confirmed by diagnostic biopsy"	"PBMCs, patients with normal mammogram"
p_27562_2	"PBMCs, patients with benign diagnosis, confirmed by diagnostic biopsy"	"PBMCs, patients with normal mammogram"
p_27562_3	"PBMCs, patients with other cancer types (e.g., gastrointestinal and brain"	"PBMCs, patients with normal mammogram"
p_27631_1	"HUVEC, BMP6 treated, 6h"	"HUVEC, control"
p_27631_2	"HUVEC, BMP6 treated, 24h"	"HUVEC, control"
p_27631_3	"HUVEC, BMP9 treated, 6h"	"HUVEC, control"
p_27631_4	"HUVEC, BMP9 treated, 24h"	"HUVEC, control"
p_27651_1	Serous borderline ovarian tumor cell	"Human ovrian surface epithelia cell, control"
p_27651_2	"Serous borderline ovarian carcinoma, low grade serous"	"Human ovrian surface epithelia cell, control"
p_27651_3	"Serous borderline ovarian carcinoma, high grade serous"	"Human ovrian surface epithelia cell, control"
p_27657_1	Perithyroid adipose tissue	Subcutaneous adipose tissue
p_27659_1	"serous borderline tumors, BRAF mutation"	"serous borderline tumors, wild type"
p_27670_1	"GC B cell, pcDNA3.1-pRDM1A transfected"	"GC B cell, empty vector"
p_27670_2	"GC B cell, pcDNA3.1-LMP1 transfected"	"GC B cell, empty vector"
p_27718_1	"4L melanoma cell, miR-30d treated"	"4L melanoma cell, scrambled miR treated"
p_27718_2	"5B1 melanoma cell, miR-30d treated"	"5B1 melanoma cell, scrambled miR treated"
p_27820_1	"HUMSC, active"	"HUMSC, inactive"
p_27820_2	"HUMSC, active, culture in hypoxia condition"	"HUMSC, inactive"
p_27854_1	"colorectal cancer, metastasis"	"colorectal cancer, non-metastasis"
p_27909_1	"Trophoblast, side population"	"Trophoblast, non-side population"
p_27914_1	"LNCaP cell, COP1 siRNA"	"LNCaP cell, control siRNA"
p_27914_2	"LNCaP cell, COP1, ETV1 siRNA"	"LNCaP cell, control siRNA"
p_27914_3	"LNCaP cell, COP1, c-JUN siRNA"	"LNCaP cell, control siRNA"
p_27914_4	"LNCaP cell, COP1, ETV1, c-JUN siRNA"	"LNCaP cell, control siRNA"
p_27928_1	"CD4 cell, Tonsil patient"	"CD4 cell, FL patient"
p_27928_2	"CD8 cell, Tonsil patient"	"CD8 cell, FL patient"
p_27931_1	"GBM cell, TRRAP knockdown"	"GBM cell, control"
p_28050_1	"HEK 293T cells, esiRNA targeting BACH1, 24h"	"HEK 293T cells, mock transfection, 24h"
p_28050_2	"HEK 293T cells, siRNA1 targeting BACH1, 24h"	"HEK 293T cells, mock transfection, 24h"
p_28050_3	"HEK 293T cells, siRNA2 targeting BACH1, 24h"	"HEK 293T cells, mock transfection, 24h"
p_28050_4	"HEK 293T cells, esiRNA targeting BACH1, 72h"	"HEK 293T cells, mock transfection, 72h"
p_28050_5	"HEK 293T cells, siRNA1 targeting BACH1, 72h"	"HEK 293T cells, mock transfection, 72h"
p_28050_6	"HEK 293T cells, siRNA2 targeting BACH1, 72h"	"HEK 293T cells, mock transfection, 72h"
p_28053_1	"HEK293T cell, BACH1 esiRNA treated, 24h"	"HEK293T cell, control"
p_28053_2	"HEK293T cell, BACH1 siRNA treated, 24h"	"HEK293T cell, control"
p_28053_3	"HEK293T cell, BACH1 esiRNA treated, 72h"	"HEK293T cell, control"
p_28053_4	"HEK293T cell, BACH1 siRNA treated, 72h"	"HEK293T cell, control"
p_28057_1	"Huh7 cell, CD24 knock down"	"Huh7 cell, control"
p_28059_1	"Huh7 cell, DEGS1 silenced"	"Huh7 cell, control silenced"
p_28059_2	"Huh7 cell, SPTLC123 silenced"	"Huh7 cell, control silenced"
p_28160_1	"Brain cell, Untreated HAND"	"Brain cell, control"
p_28160_2	"Brain cell, treated HAND"	"Brain cell, control"
p_2816_1	"primary human monocyte, cMyb virus-infected"	"primary human monocyte, control virus-infected"
p_2816_2	"primary human monocyte, vMyb virus-infected"	"primary human monocyte, control virus-infected"
p_28167_1	"Brain U251MG glioma cells, cultured on highly-aligned electrospun nanofibers of poly-caprolactone"	"Brain U251MG glioma cells, cultured on randomly-oriented electrospun nanofibers of poly-caprolactone"
p_2817_1	alive glioma; brain cancer	recurrent glioma
p_28177_1	"jejunum, HIV-infected"	"jejunum, uninfected control"
p_28274_1	"MCF7 cell, glycolysis induced"	"MCF7 cell, control"
p_28274_2	"MCF7 cell, beginning of death"	"MCF7 cell, control"
p_28304_1	Human dermal microvascular endothelial cell si-GATA2	Human dermal microvascular endothelial cell
p_28305_1	"MDA-MB-453 cell, DHT treated, 4h"	"MDA-MB-453 cell, vehicle"
p_28305_2	"MDA-MB-453 cell, DHT treated, 16h"	"MDA-MB-453 cell, vehicle"
p_28305_3	"MDA-MB-453 cell, DHT treated, 48h"	"MDA-MB-453 cell, vehicle"
p_28317_1	"CD34+ cell, MIGR1, AML1, ETO infected"	"CD34+ cell, MIGR1 infected"
p_28317_2	"CD34+ cell, MIGR1, AML1, ETOdNHR1 infected"	"CD34+ cell, MIGR1 infected"
p_28331_1	Myeloma tumor	"Endothelial progenitor cell, Advanced multiple myeloma"
p_28335_1	"Melanoma, invasive"	"Melanoma, proliferative"
p_28339_1	"HeLa cell, Cyclin T1 shRNA"	"HeLa cell, control"
p_28339_2	"HeLa cell, Cyclin T2 shRNA"	"HeLa cell, control"
p_28359_1	"Hematopoietic stem cell (HSC), SR1 treated, 30nM, 24h"	"Hematopoietic stem cell (HSC), SR1 treated, 0nM, 24h"
p_28359_2	"Hematopoietic stem cell (HSC), SR1 treated, 100nM, 24h"	"Hematopoietic stem cell (HSC), SR1 treated, 0nM, 24h"
p_28359_3	"Hematopoietic stem cell (HSC), SR1 treated, 300nM, 24h"	"Hematopoietic stem cell (HSC), SR1 treated, 0nM, 24h"
p_28359_4	"Hematopoietic stem cell (HSC), SR1 treated, 1000nM, 24h"	"Hematopoietic stem cell (HSC), SR1 treated, 0nM, 24h"
p_28359_5	"Hematopoietic stem cell (HSC), LGC006 treated, 30nM, 24h"	"Hematopoietic stem cell (HSC), SR1 treated, 0nM, 24h"
p_28359_6	"Hematopoietic stem cell (HSC), LGC006 treated, 300nM, 24h"	"Hematopoietic stem cell (HSC), SR1 treated, 0nM, 24h"
p_28359_7	"Hematopoietic stem cell (HSC), LGC006 treated, 1000nM, 24h"	"Hematopoietic stem cell (HSC), SR1 treated, 0nM, 24h"
p_28392_1	"vastus lateralis muscle, Young Female, trained"	"vastus lateralis muscle, Young Female, untrained"
p_28392_2	"vastus lateralis muscle, Old Female, trained"	"vastus lateralis muscle, Old Female, untrained"
p_28406_1	induced pluripotency cells from DPC	dermal papilla cells (DPC)
p_28406_2	induced pluripotency cells from granulosa cells	primary granulosa cells
p_28406_3	induced pluripotency cells from foreskin cells	primary foreskin cells
p_28413_1	"MCF7VP cells, etoposide-resistant"	"MCF-7 cells, control"
p_28414_1	"MCF7VP cell, RUNX2 knockdown"	"MCF7VP cell, control"
p_2842_1	acute lymphoblastic leukemia (ALL)-6h GC treated; time course	acute lymphoblastic leukemia (ALL)-0h
p_2842_2	acute lymphoblastic leukemia (ALL)-24h GC treated; time course	acute lymphoblastic leukemia (ALL)-0h
p_2842_3	S-Line-6h GC treated; time course	S-Line-6h EtOH
p_2842_4	S-Line-24h GC treated; time course	S-Line-6h EtOH
p_2842_5	C-Line-6h GC treated; time course	C-Line-6h EtOH
p_2842_6	C-Line-24h GC treated; time course	C-Line-24h EtOH
p_2842_7	R-Line-6h GC treated; time course	R-Line-6h EtOH
p_2842_8	R-Line-24h GC treated; time course	R-Line-6h EtOH
p_28442_1	"lymphnode, metastatic"	"lymphnode, negative"
p_28448_1	"HMEC-TR cell, scrambbled siRNA, TGF B+"	"HMEC-TR cell, scrambbled siRNA, TGF B-"
p_28448_2	"HMEC-TR cell, Smad4 silenced with siRNA, TGF B+"	"HMEC-TR cell, Smad4 silenced with siRNA, TGF B-"
p_28448_3	"HMEC-TR cell, T1F1y silenced with siRNA, TGF B+"	"HMEC-TR cell, T1F1y silenced with siRNA, TGF B-"
p_28460_1	"acute lymphoblastic leukemia (ALL), late relapse"	"acute lymphoblastic leukemia (ALL), early relapse"
p_28460_2	"Bone marrow cell, diagnosis, late"	"Bone marrow cell, relapse, late"
p_28476_1	"Adrenocortical adenoma, CTNNB1 mutation"	"Adrenocortical adenoma, wt"
p_28502_1	"HUVSMC cell line, Triptolide treated, 24h"	"HUVSMC cell line, control"
p_28503_1	"MCF7 cells, POLRMT knockdown"	"MCF7 cells, non-targeting siRNA, control"
p_28503_2	"MCF7 cells, PolII knockdown"	"MCF7 cells, non-targeting siRNA, control"
p_28548_1	"HEK293 cell, stimulated with TNF alpha"	"HEK293 cell, control"
p_28548_2	"HEK293 cell, sirtuin 6 transfected"	"HEK293 cell, control"
p_28548_3	"HEK293 cell, stimulated with TNF alpha + sirtuin 6 transfected"	"HEK293 cell, control"
p_28548_4	"HEK293 cell, mutant sirtuin 6 transfected"	"HEK293 cell, control"
p_28548_5	"HEK293 cell, stimulated with TNF alpha + mutant sirtuin 6 transfected"	"HEK293 cell, control"
p_28548_6	"HEK293 cell, pCDNA3 transfected"	"HEK293 cell, control"
p_28548_7	"HEK293 cell, stimulated with TNF alpha + pCDNA3 transfected"	"HEK293 cell, control"
p_28583_1	"breast tumor biopsy, Postchemotherapy"	"breast tumor biopsy, Prechemotherapy"
p_28590_1	"HepG2 cell, siHNF4a, 0h"	"HepG2 cell, siControl, 0h"
p_28590_2	"HepG2 cell, siHNF4a, TGF-beta treated, 1.5h"	"HepG2 cell, siControl, TGF-beta treated, 1.5h"
p_28590_3	"HepG2 cell, siHNF4a, TGF-beta treated, 24h"	"HepG2 cell, siControl, TGF-beta treated, 24h"
p_28603_1	"SGBS cell, hypoxia, 3h"	"SGBS cell, control"
p_28603_2	"SGBS cell, hypoxia, 6h"	"SGBS cell, control"
p_28603_3	"SGBS cell, hypoxia, 9h"	"SGBS cell, control"
p_28618_1	"U87 cells, HOXD9 siRNA"	"U87 cells, control siRNA"
p_28619_1	"Liver, Alcoholic hepatitis"	"Liver, control"
p_2864_1	"SH-SY5Y/TrkA cells, dnEgr (dominant negative Egr)/EGFP infected"	"SH-SY5Y/TrkA cells, EGFP infected"
p_28645_1	"LYC2 cell, SRC1 siRNA, control"	"LYC2 cell, control siRNA, control"
p_28645_2	"LYC2 cell, SRC1 siRNA, tamoxifen treated"	"LYC2 cell, control siRNA, tamoxifen treated"
p_28646_1	CP70 cells	A2780 cells
p_28646_2	"CP70 cells, Decitabine treated"	CP70 cells
p_28646_3	"CP70 cells, Decitabine+PXD101 treated"	CP70 cells
p_28646_4	"CP70 cells, PXD101 treated"	CP70 cells
p_28681_1	"HMLE cells, mesenchymal subpopulation"	"HMLE cells, epithelial subpopulation"
